what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964444225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964457198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964457280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964460974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964465499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964471762
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964472903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964473120
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964476319
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964476323
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964481962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474964525339
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1474964562119
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964606781
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964613722
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964624268
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964660215
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1474964668526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964668696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964698538
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964707365
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964757202
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964757204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964772803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964795198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964802076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964810831
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964814165
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964814362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474964836830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474964844698
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964846274
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964846277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964853109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964892347
error,log,,,"Unhandled event loop exception",1474964914456
error,log,,,"Unhandled event loop exception",1474964914470
error,log,,,"Unhandled event loop exception",1474964914477
error,log,,,"Unhandled event loop exception",1474964914495
error,log,,,"Unhandled event loop exception",1474964914509
error,log,,,"Unhandled event loop exception",1474964914533
error,log,,,"Unhandled event loop exception",1474964914558
error,log,,,"Unhandled event loop exception",1474964914573
error,log,,,"Unhandled event loop exception",1474964917550
error,log,,,"Unhandled event loop exception",1474964917565
error,log,,,"Unhandled event loop exception",1474964917582
error,log,,,"Unhandled event loop exception",1474964917590
error,log,,,"Unhandled event loop exception",1474964917605
error,log,,,"Unhandled event loop exception",1474964917613
error,log,,,"Unhandled event loop exception",1474964917622
error,log,,,"Unhandled event loop exception",1474964917630
error,log,,,"Unhandled event loop exception",1474964917637
error,log,,,"Unhandled event loop exception",1474964917653
error,log,,,"Unhandled event loop exception",1474964917661
error,log,,,"Unhandled event loop exception",1474964917670
error,log,,,"Unhandled event loop exception",1474964917677
error,log,,,"Unhandled event loop exception",1474964917687
